Id	LotFrontage	LotArea	Street	Neighborhood	YearBuilt	YearRemodAdd	CentralAir	PavedDrive	SaleCondition	SalePrice
778	100	13350	Pave	Sawyer	1974	1974	Y	Y	Normal	142500
779	60	8400	Pave	SawyerW	1977	1977	Y	Y	Normal	144000
780	78	10530	Pave	Mitchel	1977	1977	Y	Y	Normal	135000
781	63	7875	Pave	Gilbert	1995	1996	Y	Y	Normal	176000
782	65	7153	Pave	SawyerW	1992	1992	Y	Y	Normal	175900
783	67	16285	Pave	CollgCr	2001	2002	Y	Y	Normal	187100
784	NA	9101	Pave	Mitchel	1978	1978	Y	Y	Normal	165500
785	35	6300	Pave	OldTown	1914	2001	Y	Y	Normal	128000
786	NA	9790	Pave	NWAmes	1967	1967	Y	Y	Normal	161500
787	60	10800	Pave	OldTown	1915	1950	Y	Y	Normal	139000
788	76	10142	Pave	SawyerW	2004	2004	Y	Y	Normal	233000
789	50	6000	Pave	OldTown	1954	2000	Y	Y	Normal	107900
790	NA	12205	Pave	ClearCr	1966	2007	Y	Y	Normal	187500
791	43	3182	Pave	Blmngtn	2005	2006	Y	Y	Normal	160200
792	NA	11333	Pave	Mitchel	1976	1976	Y	Y	Normal	146800
793	92	9920	Pave	NoRidge	1996	1997	Y	Y	Normal	269790
794	76	9158	Pave	Somerst	2007	2007	Y	Y	Partial	225000
795	NA	10832	Pave	Gilbert	1994	1996	Y	Y	Normal	194500
796	70	8400	Pave	SawyerW	1980	1981	Y	Y	Normal	171000
797	71	8197	Pave	Sawyer	1977	1977	Y	Y	Normal	143500
798	57	7677	Pave	NAmes	1953	1953	Y	Y	Abnorml	110000
799	104	13518	Pave	NridgHt	2008	2009	Y	Y	Partial	485000
800	60	7200	Pave	SWISU	1937	1950	Y	Y	Normal	175000
801	79	12798	Pave	ClearCr	1997	1997	Y	Y	Normal	200000
802	40	4800	Pave	IDOTRR	1916	1990	Y	Y	Normal	109900
803	63	8199	Pave	CollgCr	2005	2005	Y	Y	Normal	189000
804	107	13891	Pave	NridgHt	2008	2009	Y	Y	Partial	582933
805	75	9000	Pave	NAmes	1954	1954	Y	Y	Family	118000
806	91	12274	Pave	Somerst	2008	2008	Y	Y	Partial	227680
807	75	9750	Pave	NAmes	1967	1967	Y	Y	Normal	135500
808	144	21384	Pave	BrkSide	1923	2004	Y	Y	Normal	223500
809	85	13400	Pave	NAmes	1966	1966	Y	Y	Normal	159950
810	90	8100	Pave	OldTown	1898	1965	N	N	Normal	106000
811	78	10140	Pave	NWAmes	1974	1999	Y	Y	Normal	181000
812	NA	4438	Pave	CollgCr	2004	2004	Y	Y	Normal	144500
813	66	8712	Grvl	IDOTRR	1952	1952	N	N	Alloca	55993
814	75	9750	Pave	NAmes	1958	1958	Y	Y	Normal	157900
815	45	8248	Pave	Edwards	1918	1950	Y	P	Normal	116000
816	48	12137	Pave	CollgCr	1998	1998	Y	Y	Normal	224900
817	NA	11425	Pave	NAmes	1954	1954	Y	Y	Normal	137000
818	NA	13265	Pave	Mitchel	2002	2002	Y	Y	Normal	271000
819	80	8816	Pave	ClearCr	1971	1971	Y	Y	Normal	155000
820	44	6371	Pave	NridgHt	2009	2010	Y	Y	Partial	224000
821	72	7226	Pave	CollgCr	2003	2003	Y	Y	Normal	183000
822	60	6000	Pave	OldTown	1953	1953	N	Y	Normal	93000
823	NA	12394	Pave	Gilbert	2003	2003	Y	Y	Family	225000
824	60	9900	Pave	SWISU	1940	1950	Y	Y	Normal	139500
825	81	11216	Pave	Somerst	2006	2006	Y	Y	Partial	232600
826	114	14803	Pave	NridgHt	2007	2008	Y	Y	Partial	385000
827	50	6130	Pave	BrkSide	1924	1950	Y	Y	Normal	109500
828	65	8529	Pave	SawyerW	2001	2001	Y	Y	Normal	189000
829	NA	28698	Pave	ClearCr	1967	1967	Y	Y	Abnorml	185000
830	24	2544	Pave	Somerst	2005	2005	Y	Y	Normal	147400
831	80	11900	Pave	NAmes	1957	1957	Y	Y	Normal	166000
832	30	3180	Pave	Somerst	2005	2005	Y	Y	Normal	151000
833	44	9548	Pave	CollgCr	2003	2003	Y	Y	Normal	237000
834	100	10004	Pave	NAmes	1964	1964	Y	Y	Normal	167000
835	75	7875	Pave	NAmes	1961	1961	Y	Y	Normal	139950
836	60	9600	Pave	Sawyer	1950	1995	Y	Y	Normal	128000
837	90	8100	Pave	OldTown	1948	1973	Y	Y	Normal	153500
838	21	1680	Pave	BrDale	1973	1973	Y	Y	Normal	100000
839	75	9525	Pave	CollgCr	1995	2006	Y	Y	Normal	144000
840	70	11767	Pave	Edwards	1946	1995	Y	Y	Normal	130500
841	NA	12155	Pave	SWISU	1925	1950	N	P	Normal	140000
842	60	10440	Pave	OldTown	1904	2002	Y	P	Normal	157500
843	82	9020	Pave	NAmes	1966	1966	Y	Y	Normal	174900
844	80	8000	Pave	NAmes	1961	1961	N	Y	Normal	141000
845	100	12665	Pave	OldTown	1915	1950	Y	Y	Normal	153900
846	NA	16647	Pave	Sawyer	1975	1981	Y	Y	Normal	171000
847	75	9317	Pave	SawyerW	1993	1993	Y	Y	Normal	213000
848	36	15523	Pave	CollgCr	1972	1972	Y	Y	Normal	133500
849	75	45600	Pave	ClearCr	1908	1997	Y	Y	Normal	240000
850	80	9600	Pave	Veenker	1976	1994	Y	Y	Normal	187000
851	36	4435	Pave	CollgCr	2003	2003	Y	Y	Normal	131500
852	NA	3196	Pave	Blmngtn	2003	2003	Y	Y	Normal	215000
853	53	7128	Pave	Crawfor	1941	1950	Y	Y	Normal	164000
854	NA	12095	Pave	NAmes	1964	1964	Y	Y	Normal	158000
855	102	17920	Pave	Sawyer	1955	1974	Y	Y	Abnorml	170000
856	NA	6897	Pave	Sawyer	1962	2010	Y	Y	Normal	127000
857	NA	10970	Pave	CollgCr	1978	1978	Y	Y	Normal	147000
858	65	8125	Pave	Gilbert	1994	1995	Y	Y	Normal	174000
859	80	10400	Pave	NWAmes	1976	1976	Y	Y	Family	152000
860	NA	11029	Pave	NWAmes	1968	1984	Y	Y	Normal	250000
861	55	7642	Pave	Crawfor	1918	1998	Y	Y	Normal	189950
862	75	11625	Pave	Sawyer	1965	1965	Y	Y	Normal	131500
863	81	9672	Pave	SawyerW	1984	1985	Y	Y	Normal	152000
864	70	7931	Pave	NAmes	1959	1959	Y	Y	Normal	132500
865	72	8640	Pave	Somerst	2007	2008	Y	Y	Partial	250580
866	NA	8750	Pave	NAmes	1970	1970	Y	Y	Normal	148500
867	67	10656	Pave	Timber	2006	2007	Y	Y	Partial	248900
868	85	6970	Pave	Sawyer	1961	1961	Y	Y	Normal	129000
869	NA	14762	Pave	Gilbert	1948	1950	Y	P	Normal	169000
870	80	9938	Pave	SawyerW	1993	1994	Y	Y	Normal	236000
871	60	6600	Pave	NAmes	1962	1962	N	Y	Normal	109500
872	70	8750	Pave	CollgCr	1998	1998	Y	Y	Normal	200500
873	74	8892	Pave	NAmes	1953	1996	Y	Y	Normal	116000
874	60	12144	Pave	NAmes	1949	1950	Y	Y	Normal	133000
875	52	5720	Pave	OldTown	1941	1950	Y	Y	Abnorml	66500
876	75	9000	Pave	Somerst	2007	2007	Y	Y	Partial	303477
877	94	25286	Pave	Mitchel	1963	1963	Y	Y	Normal	132250
878	74	8834	Pave	NridgHt	2004	2005	Y	Y	Normal	350000
879	88	11782	Pave	Sawyer	1961	1995	Y	Y	Normal	148000
880	NA	7000	Pave	CollgCr	1978	2005	Y	Y	Normal	136500
881	60	7024	Pave	Edwards	2005	2006	Y	Y	Normal	157000
882	44	13758	Pave	Timber	1990	1991	Y	Y	Normal	187500
883	NA	9636	Pave	Gilbert	1992	1993	Y	Y	Normal	178000
884	60	6204	Pave	SWISU	1912	1950	N	Y	Normal	118500
885	65	7150	Pave	NAmes	1967	1967	Y	Y	Normal	100000
886	50	5119	Pave	Somerst	1999	2000	Y	Y	Abnorml	328900
887	70	8393	Pave	NAmes	1959	2005	Y	Y	Family	145000
888	59	16466	Pave	Edwards	1955	1955	Y	Y	Normal	135500
889	95	15865	Pave	NAmes	1970	1970	Y	Y	Normal	268000
890	128	12160	Pave	NAmes	1953	1953	Y	Y	Normal	149500
891	60	8064	Pave	NAmes	1949	2006	Y	Y	Normal	122900
892	70	11184	Pave	Sawyer	1978	1978	Y	Y	Normal	172500
893	70	8414	Pave	Sawyer	1963	2003	Y	Y	Normal	154500
894	NA	13284	Pave	Sawyer	1954	1954	Y	Y	Normal	165000
895	64	7018	Pave	SawyerW	1979	1979	Y	Y	Alloca	118858
896	71	7056	Pave	NAmes	1963	1963	Y	Y	Normal	140000
897	50	8765	Pave	IDOTRR	1936	1950	N	Y	Abnorml	106500
898	64	7018	Pave	SawyerW	1979	1979	Y	Y	Alloca	142953
899	100	12919	Pave	NridgHt	2009	2010	Y	Y	Partial	611657
900	65	6993	Pave	Sawyer	1961	1994	Y	Y	Normal	135000
901	NA	7340	Pave	NAmes	1971	1971	Y	Y	Normal	110000
902	64	8712	Pave	NAmes	1957	2000	Y	Y	Normal	153000
903	63	7875	Pave	Gilbert	2003	2003	Y	Y	Normal	180000
904	50	14859	Pave	Gilbert	2006	2006	Y	Y	Partial	240000
905	NA	6173	Pave	Sawyer	1967	1967	Y	Y	Normal	125500
906	80	9920	Pave	NAmes	1954	1954	Y	Y	Normal	128000
907	116	13501	Pave	Somerst	2006	2006	Y	Y	Normal	255000
908	86	11500	Pave	Crawfor	1936	1987	Y	Y	Normal	250000
909	NA	8885	Pave	Mitchel	1983	1983	Y	Y	Normal	131000
910	149	12589	Pave	Gilbert	2005	2005	Y	Y	Normal	174000
911	80	11600	Pave	NAmes	1960	1960	Y	Y	Normal	154300
912	NA	9286	Pave	CollgCr	1977	1989	Y	Y	Normal	143500
913	51	6120	Pave	BrkSide	1925	1950	N	Y	Abnorml	88000
914	82	6270	Pave	Crawfor	1949	1950	N	Y	Normal	145000
915	30	3000	Pave	Somerst	2009	2009	Y	Y	Partial	173733
916	21	2001	Pave	MeadowV	1970	1970	Y	Y	Normal	75000
917	50	9000	Pave	IDOTRR	1949	1950	N	Y	Abnorml	35311
918	NA	17140	Pave	Edwards	1956	1956	Y	Y	Normal	135000
919	103	13125	Pave	SawyerW	1991	1991	Y	Y	Normal	238000
920	87	11029	Pave	NAmes	1958	2002	Y	Y	Normal	176500
921	70	8462	Pave	SawyerW	1994	1994	Y	Y	Normal	201000
922	67	8777	Pave	Edwards	1900	2003	Y	N	Normal	145900
923	65	10237	Pave	Gilbert	2005	2006	Y	Y	Partial	169990
924	50	8012	Pave	SawyerW	1993	1994	Y	Y	Normal	193000
925	79	10240	Pave	NWAmes	1980	1980	Y	Y	Normal	207500
926	NA	15611	Pave	NWAmes	1977	1977	Y	Y	Abnorml	175000
927	93	11999	Pave	NridgHt	2003	2004	Y	Y	Normal	285000
928	NA	9900	Pave	NWAmes	1968	1968	Y	Y	Normal	176000
929	NA	11838	Pave	CollgCr	2001	2001	Y	Y	Normal	236500
930	NA	13006	Pave	Gilbert	1997	1997	Y	Y	Normal	222000
931	73	8925	Pave	Timber	2007	2007	Y	Y	Normal	201000
932	70	9100	Pave	NAmes	1965	1965	Y	Y	Normal	117500
933	84	11670	Pave	Somerst	2006	2006	Y	Y	Normal	320000
934	63	8487	Pave	CollgCr	2004	2004	Y	Y	Normal	190000
935	313	27650	Pave	NAmes	1960	2007	Y	Y	Normal	242000
936	52	5825	Pave	BrkSide	1926	1953	Y	Y	Normal	79900
937	67	10083	Pave	SawyerW	2003	2003	Y	Y	Normal	184900
938	75	9675	Pave	Somerst	2005	2005	Y	Y	Normal	253000
939	73	8760	Pave	CollgCr	2006	2006	Y	Y	Partial	239799
940	NA	24090	Pave	ClearCr	1940	1950	Y	Y	Normal	244400
941	55	12640	Pave	Mitchel	1976	1976	Y	Y	Normal	150900
942	NA	8755	Pave	Gilbert	1999	1999	Y	Y	Normal	214000
943	42	7711	Pave	Edwards	1977	1977	Y	N	Abnorml	150000
944	100	25000	Pave	Mitchel	1967	1967	Y	P	Normal	143000
945	NA	14375	Pave	Timber	1958	1958	Y	Y	Abnorml	137500
946	98	8820	Pave	OldTown	1890	1996	Y	Y	Normal	124900
947	70	8163	Pave	NAmes	1959	1959	Y	Y	Normal	143000
948	85	14536	Pave	Timber	2002	2003	Y	Y	Normal	270000
949	65	14006	Pave	CollgCr	2002	2002	Y	Y	Normal	192500
950	78	9360	Pave	NWAmes	1972	2006	Y	Y	Normal	197500
951	60	7200	Pave	NAmes	1950	2002	Y	Y	Normal	129000
952	60	7800	Pave	SawyerW	1965	1965	Y	Y	Abnorml	119900
953	60	7200	Pave	CollgCr	1972	2003	Y	Y	Normal	133900
954	NA	11075	Pave	Mitchel	1969	1969	Y	Y	Normal	172000
955	35	9400	Pave	Edwards	1975	1975	Y	Y	AdjLand	127500
956	82	7136	Pave	Crawfor	1946	1950	N	Y	Normal	145000
957	24	1300	Pave	Blueste	1980	1980	Y	Y	Normal	124000
958	70	7420	Pave	Sawyer	1962	1962	Y	Y	Normal	132000
959	65	8450	Pave	CollgCr	2003	2003	Y	Y	Normal	185000
960	24	2572	Pave	Somerst	1999	1999	Y	Y	Normal	155000
961	50	7207	Pave	BrkSide	1958	2008	Y	Y	Normal	116500
962	NA	12227	Pave	NWAmes	1977	1995	Y	Y	Normal	272000
963	24	2308	Pave	NPkVill	1976	1976	Y	Y	Normal	155000
964	122	11923	Pave	CollgCr	2007	2007	Y	Y	Normal	239000
965	80	11316	Pave	Timber	2002	2003	Y	Y	Normal	214900
966	65	10237	Pave	Gilbert	2005	2007	Y	Y	Partial	178900
967	130	9600	Pave	Crawfor	1940	1950	Y	Y	Normal	160000
968	NA	7390	Pave	NAmes	1955	1955	Y	Y	Normal	135000
969	50	5925	Pave	OldTown	1910	1950	N	Y	Abnorml	37900
970	75	10382	Pave	NAmes	1958	1958	Y	Y	Normal	140000
971	60	10800	Pave	NAmes	1949	1950	N	Y	Abnorml	135000
972	36	2268	Pave	NridgHt	2003	2004	Y	Y	Normal	173000#NAME?
973	55	7892	Pave	SawyerW	1979	1979	Y	Y	Normal	99500
974	95	11639	Pave	Somerst	2007	2008	Y	Y	Partial	182000
975	60	11414	Pave	BrkSide	1910	1993	N	Y	Normal	167500
976	NA	2651	Pave	Somerst	2000	2000	Y	Y	Normal	165000
977	51	5900	Pave	BrkSide	1923	1958	Y	Y	Normal	85500
978	35	4274	Pave	Somerst	2006	2007	Y	Y	Partial	199900
979	68	9450	Pave	Edwards	1954	1954	Y	Y	Abnorml	110000
980	80	8816	Pave	Sawyer	1963	1963	Y	Y	Normal	139000
981	NA	12122	Pave	NAmes	1961	2007	Y	Y	Normal	178400
982	98	12203	Pave	NoRidge	1998	1999	Y	Y	Normal	336000
983	43	3182	Pave	Blmngtn	2007	2007	Y	Y	Normal	159895
984	NA	11250	Pave	CollgCr	2002	2002	Y	Y	Normal	255900
985	75	10125	Pave	Mitchel	1977	1977	Y	Y	Normal	126000
986	68	10880	Pave	Edwards	1950	1950	N	Y	Normal	125000
987	59	5310	Pave	OldTown	1910	2003	Y	Y	Normal	117000
988	83	10159	Pave	NridgHt	2009	2010	Y	Y	Partial	395192
989	NA	12046	Pave	NWAmes	1976	1976	Y	Y	Normal	195000
990	65	8125	Pave	Somerst	2006	2006	Y	Y	Partial	197000
991	82	9452	Pave	NoRidge	1997	1998	Y	Y	Normal	348000
992	121	17671	Pave	OldTown	1882	1986	Y	P	Normal	168000
993	80	9760	Pave	NAmes	1964	1993	Y	Y	Normal	187000
994	68	8846	Pave	CollgCr	2005	2006	Y	Y	Partial	173900
995	96	12456	Pave	NridgHt	2006	2007	Y	Y	Normal	337500
996	51	4712	Pave	BrkSide	1946	1950	Y	Y	Abnorml	121600
997	NA	10659	Pave	NAmes	1961	1961	Y	Y	Normal	136500
998	NA	11717	Pave	NWAmes	1970	1970	Y	Y	Normal	185000
999	60	9786	Pave	IDOTRR	1922	1950	N	P	Normal	91000
